Booking_ID,Tanggal_Booking,Tanggal_CheckIn,Tanggal_CheckOut,Lama_Menginap,Room_ID,Tipe_Kamar,Harga_per_Malam,Status_Reservasi,Kanal_Distribusi
B0783,2025-07-01,2025-07-18,2025-07-23,5,ST010,Standard,300000,Check-in,OTA (Booking.com)
B0784,2025-09-19,2025-10-05,2025-10-06,1,ST078,Standard,300000,Check-in,Direct Booking
B0785,2025-05-19,2025-08-09,2025-08-10,1,ST036,Standard,300000,Check-in,OTA (Booking.com)
B0786,2025-05-19,2025-05-26,2025-05-29,3,ST070,Standard,300000,Check-in,Direct Booking
B0787,2025-10-16,2025-10-31,2025-11-03,3,DE016,Deluxe,500000,Check-in,OTA (Booking.com)
B0788,2025-04-18,2025-06-18,2025-06-22,4,SU015,Suite,1000000,Check-in,OTA (Booking.com)
B0789,2025-09-24,2025-11-02,2025-11-05,3,ST041,Standard,300000,Check-in,OTA (Booking.com)
B0790,2025-03-22,2025-06-10,2025-06-13,3,DE061,Deluxe,500000,Check-in,Direct Booking
B0791,2025-03-12,2025-05-31,2025-06-05,5,DE049,Deluxe,500000,Check-in,Direct Booking
B0792,2025-06-16,2025-07-12,2025-07-17,5,DE012,Deluxe,500000,Check-in,Corporate
B0793,2025-09-11,2025-10-27,2025-11-01,5,DE093,Deluxe,500000,Check-in,OTA (Booking.com)
B0794,2025-11-06,2025-12-03,2025-12-04,1,DE040,Deluxe,500000,Check-in,Direct Booking
B0795,2025-05-15,2025-05-27,2025-05-31,4,ST016,Standard,300000,Check-in,Direct Booking
B0796,2025-12-06,2025-12-18,2025-12-22,4,SU003,Suite,1000000,Check-in,Direct Booking
B0797,2025-06-25,2025-07-28,2025-07-30,2,DE077,Deluxe,500000,Cancel,Direct Booking
B0798,2025-02-25,2025-04-26,2025-05-01,5,SU006,Suite,1000000,Check-in,OTA (Agoda)
B0799,2025-08-25,2025-10-02,2025-10-03,1,ST029,Standard,300000,Check-in,OTA (Agoda)
B0800,2025-04-11,2025-04-24,2025-04-29,5,SU021,Suite,1000000,Check-in,OTA (Booking.com)
B0801,2025-08-25,2025-09-16,2025-09-19,3,DE098,Deluxe,500000,Check-in,Corporate
B0802,2025-04-13,2025-05-18,2025-05-20,2,DE044,Deluxe,500000,Check-in,Direct Booking
B0803,2025-08-31,2025-10-22,2025-10-23,1,DE100,Deluxe,500000,Check-in,OTA (Booking.com)
B0804,2025-09-01,2025-11-02,2025-11-03,1,ST080,Standard,300000,Check-in,Direct Booking
B0805,2025-04-14,2025-05-01,2025-05-06,5,SU020,Suite,1000000,Check-in,Corporate
B0806,2025-09-10,2025-11-11,2025-11-16,5,SU009,Suite,1000000,Check-in,OTA (Agoda)
B0807,2025-01-26,2025-04-15,2025-04-18,3,ST038,Standard,300000,Check-in,OTA (Agoda)
B0808,2025-11-17,2025-12-04,2025-12-06,2,DE093,Deluxe,500000,Check-in,OTA (Booking.com)
B0809,2025-04-27,2025-05-03,2025-05-04,1,DE078,Deluxe,500000,Check-in,Direct Booking
B0810,2025-09-29,2025-12-25,2025-12-27,2,ST084,Standard,300000,Check-in,OTA (Booking.com)
B0811,2025-06-27,2025-09-21,2025-09-26,5,ST021,Standard,300000,Check-in,OTA (Agoda)
B0812,2025-10-26,2025-11-08,2025-11-11,3,ST077,Standard,300000,Check-in,OTA (Booking.com)
B0813,2025-07-22,2025-10-15,2025-10-17,2,SU001,Suite,1000000,Check-in,OTA (Booking.com)
B0814,2025-02-08,2025-04-28,2025-05-03,5,SU019,Suite,1000000,Check-in,Direct Booking
B0815,2025-10-10,2025-12-10,2025-12-11,1,SU028,Suite,1000000,Check-in,OTA (Booking.com)
B0816,2025-08-17,2025-09-17,2025-09-19,2,DE120,Deluxe,500000,Check-in,Direct Booking
B0817,2025-07-20,2025-10-11,2025-10-15,4,DE082,Deluxe,500000,Check-in,Direct Booking
B0818,2025-09-20,2025-11-16,2025-11-21,5,SU011,Suite,1000000,Check-in,OTA (Booking.com)
B0819,2025-11-25,2025-12-11,2025-12-15,4,ST077,Standard,300000,Check-in,Direct Booking
B0820,2025-02-25,2025-04-19,2025-04-23,4,ST068,Standard,300000,Check-in,OTA (Agoda)
B0821,2025-06-17,2025-09-03,2025-09-08,5,ST029,Standard,300000,Check-in,OTA (Booking.com)
B0822,2025-07-25,2025-09-22,2025-09-23,1,DE071,Deluxe,500000,Check-in,OTA (Agoda)
B0823,2025-07-20,2025-09-17,2025-09-19,2,ST043,Standard,300000,Check-in,OTA (Booking.com)
B0824,2025-07-11,2025-10-04,2025-10-05,1,ST085,Standard,300000,Check-in,Direct Booking
B0825,2025-04-29,2025-07-23,2025-07-28,5,SU001,Suite,1000000,Check-in,OTA (Agoda)
B0826,2025-11-16,2025-12-24,2025-12-26,2,DE017,Deluxe,500000,Check-in,Direct Booking
B0827,2025-11-17,2025-12-09,2025-12-10,1,SU030,Suite,1000000,Check-in,OTA (Agoda)
B0828,2025-04-02,2025-05-25,2025-05-29,4,DE055,Deluxe,500000,Check-in,Direct Booking
B0829,2025-05-30,2025-07-20,2025-07-21,1,DE065,Deluxe,500000,Check-in,Direct Booking
B0830,2025-04-12,2025-05-26,2025-05-31,5,DE065,Deluxe,500000,Check-in,OTA (Booking.com)
B0831,2025-03-08,2025-06-03,2025-06-08,5,DE077,Deluxe,500000,Check-in,OTA (Booking.com)
B0832,2025-04-04,2025-06-08,2025-06-13,5,DE087,Deluxe,500000,Check-in,OTA (Agoda)
B0833,2025-08-29,2025-11-08,2025-11-09,1,ST010,Standard,300000,Check-in,OTA (Booking.com)
B0834,2025-06-05,2025-06-28,2025-06-29,1,ST049,Standard,300000,Check-in,Direct Booking
B0835,2025-06-19,2025-09-12,2025-09-13,1,ST005,Standard,300000,Check-in,OTA (Booking.com)
B0836,2025-05-20,2025-08-06,2025-08-10,4,DE023,Deluxe,500000,Check-in,OTA (Booking.com)
B0837,2025-10-11,2025-11-18,2025-11-19,1,SU001,Suite,1000000,Check-in,OTA (Booking.com)
B0838,2025-06-27,2025-09-01,2025-09-06,5,ST086,Standard,300000,Check-in,OTA (Booking.com)
B0839,2025-05-11,2025-07-21,2025-07-25,4,SU002,Suite,1000000,Check-in,OTA (Agoda)
B0840,2025-06-28,2025-09-24,2025-09-27,3,ST078,Standard,300000,Check-in,OTA (Agoda)
B0841,2025-11-21,2025-12-14,2025-12-15,1,ST047,Standard,300000,Check-in,OTA (Booking.com)
B0842,2025-09-13,2025-09-28,2025-09-30,2,ST057,Standard,300000,Check-in,OTA (Booking.com)
B0843,2025-08-06,2025-10-31,2025-11-01,1,ST083,Standard,300000,Check-in,OTA (Agoda)
B0844,2025-09-27,2025-11-03,2025-11-04,1,SU001,Suite,1000000,Check-in,Direct Booking
B0845,2025-04-09,2025-04-28,2025-05-03,5,ST013,Standard,300000,Check-in,Direct Booking
B0846,2025-08-04,2025-08-25,2025-08-29,4,ST017,Standard,300000,Check-in,OTA (Agoda)
B0847,2025-06-02,2025-08-30,2025-09-03,4,SU008,Suite,1000000,Check-in,Direct Booking
B0848,2025-03-26,2025-05-23,2025-05-25,2,ST045,Standard,300000,Check-in,OTA (Agoda)
B0849,2025-09-18,2025-10-17,2025-10-18,1,SU015,Suite,1000000,Check-in,OTA (Agoda)
B0850,2025-05-28,2025-08-26,2025-08-29,3,ST075,Standard,300000,Check-in,Corporate
B0851,2025-09-11,2025-10-31,2025-11-05,5,ST084,Standard,300000,Check-in,OTA (Booking.com)
B0852,2025-08-05,2025-08-07,2025-08-08,1,SU016,Suite,1000000,Check-in,OTA (Agoda)
B0853,2025-05-29,2025-07-25,2025-07-28,3,ST011,Standard,300000,Check-in,OTA (Booking.com)
B0854,2025-04-25,2025-07-10,2025-07-13,3,ST019,Standard,300000,Cancel,Direct Booking
B0855,2025-04-16,2025-05-09,2025-05-11,2,SU019,Suite,1000000,Cancel,OTA (Agoda)
B0856,2025-09-25,2025-10-11,2025-10-13,2,SU014,Suite,1000000,Check-in,OTA (Booking.com)
B0857,2025-06-05,2025-06-22,2025-06-24,2,ST041,Standard,300000,Check-in,Direct Booking
B0858,2025-04-20,2025-06-19,2025-06-22,3,SU015,Suite,1000000,Check-in,OTA (Booking.com)
B0859,2025-08-26,2025-09-02,2025-09-05,3,DE042,Deluxe,500000,Check-in,OTA (Booking.com)
B0860,2025-08-31,2025-09-10,2025-09-13,3,ST026,Standard,300000,Check-in,Direct Booking
B0861,2025-12-06,2025-12-15,2025-12-18,3,SU014,Suite,1000000,Check-in,OTA (Booking.com)
B0862,2025-09-14,2025-09-26,2025-09-28,2,SU020,Suite,1000000,Check-in,OTA (Booking.com)
B0863,2025-08-20,2025-10-02,2025-10-06,4,DE120,Deluxe,500000,Check-in,OTA (Agoda)
B0864,2025-09-23,2025-11-30,2025-12-05,5,ST052,Standard,300000,Check-in,Corporate
B0865,2025-05-27,2025-05-29,2025-06-03,5,ST015,Standard,300000,Check-in,Direct Booking
B0866,2025-05-12,2025-08-03,2025-08-07,4,SU025,Suite,1000000,Check-in,OTA (Booking.com)
B0867,2025-09-30,2025-10-15,2025-10-16,1,DE031,Deluxe,500000,Check-in,Direct Booking
B0868,2025-08-03,2025-10-09,2025-10-14,5,ST085,Standard,300000,Check-in,OTA (Booking.com)
B0869,2025-08-24,2025-08-30,2025-09-04,5,ST064,Standard,300000,Check-in,OTA (Booking.com)
B0870,2025-06-12,2025-06-25,2025-06-30,5,ST084,Standard,300000,Check-in,OTA (Booking.com)
B0871,2025-06-22,2025-07-19,2025-07-22,3,ST060,Standard,300000,Check-in,Direct Booking
B0872,2025-09-01,2025-11-09,2025-11-12,3,ST063,Standard,300000,Check-in,Direct Booking
B0873,2025-03-22,2025-06-18,2025-06-20,2,SU017,Suite,1000000,Check-in,OTA (Booking.com)
B0874,2025-04-26,2025-05-08,2025-05-12,4,SU022,Suite,1000000,Check-in,Direct Booking
B0875,2025-07-16,2025-07-26,2025-07-31,5,DE040,Deluxe,500000,Check-in,OTA (Booking.com)
B0876,2025-09-17,2025-11-08,2025-11-13,5,DE029,Deluxe,500000,Check-in,OTA (Booking.com)
B0877,2025-01-25,2025-04-04,2025-04-09,5,ST063,Standard,300000,Check-in,Direct Booking
B0878,2025-02-08,2025-04-24,2025-04-26,2,ST080,Standard,300000,Check-in,OTA (Booking.com)
B0879,2025-03-21,2025-05-25,2025-05-26,1,DE110,Deluxe,500000,Check-in,OTA (Booking.com)
B0880,2025-08-11,2025-08-23,2025-08-28,5,DE092,Deluxe,500000,Check-in,OTA (Agoda)
B0881,2025-11-25,2025-11-29,2025-11-30,1,SU006,Suite,1000000,Check-in,Direct Booking
B0882,2025-07-10,2025-08-30,2025-09-02,3,ST056,Standard,300000,Check-in,OTA (Booking.com)
B0883,2025-07-18,2025-10-09,2025-10-12,3,SU015,Suite,1000000,Check-in,OTA (Booking.com)
B0884,2025-04-06,2025-04-22,2025-04-25,3,SU011,Suite,1000000,Check-in,OTA (Booking.com)
B0885,2025-03-04,2025-05-14,2025-05-19,5,DE046,Deluxe,500000,Check-in,OTA (Agoda)
B0886,2025-06-03,2025-07-18,2025-07-22,4,DE089,Deluxe,500000,Cancel,OTA (Agoda)
B0887,2025-06-03,2025-06-22,2025-06-24,2,SU005,Suite,1000000,Check-in,OTA (Agoda)
B0888,2025-05-04,2025-05-29,2025-06-01,3,SU012,Suite,1000000,Check-in,OTA (Booking.com)
B0889,2025-11-16,2025-11-23,2025-11-25,2,ST082,Standard,300000,Check-in,Direct Booking
B0890,2025-07-29,2025-08-07,2025-08-09,2,SU003,Suite,1000000,Check-in,OTA (Booking.com)
B0891,2025-08-18,2025-09-30,2025-10-02,2,SU021,Suite,1000000,Check-in,Direct Booking
B0892,2025-03-30,2025-05-06,2025-05-11,5,SU001,Suite,1000000,Check-in,OTA (Booking.com)
B0893,2025-06-17,2025-09-04,2025-09-09,5,ST038,Standard,300000,Check-in,OTA (Booking.com)
B0894,2025-07-24,2025-09-09,2025-09-12,3,DE112,Deluxe,500000,Check-in,OTA (Booking.com)
B0895,2025-10-12,2025-11-10,2025-11-11,1,DE013,Deluxe,500000,Check-in,Direct Booking
B0896,2025-10-20,2025-12-02,2025-12-03,1,DE066,Deluxe,500000,Check-in,OTA (Agoda)
B0897,2025-03-24,2025-05-26,2025-05-30,4,SU009,Suite,1000000,Check-in,Direct Booking
B0898,2025-05-06,2025-06-11,2025-06-13,2,ST003,Standard,300000,Check-in,OTA (Agoda)
B0899,2025-02-18,2025-05-10,2025-05-13,3,ST017,Standard,300000,Check-in,Direct Booking
B0900,2025-02-10,2025-04-16,2025-04-18,2,ST059,Standard,300000,Check-in,OTA (Agoda)
B0901,2025-03-22,2025-04-19,2025-04-20,1,ST006,Standard,300000,Check-in,OTA (Agoda)
B0902,2025-09-19,2025-11-28,2025-12-02,4,ST037,Standard,300000,Check-in,OTA (Booking.com)
B0903,2025-07-29,2025-08-27,2025-08-31,4,SU017,Suite,1000000,Check-in,OTA (Booking.com)
B0904,2025-08-14,2025-10-04,2025-10-07,3,ST078,Standard,300000,Check-in,Direct Booking
B0905,2025-04-06,2025-06-24,2025-06-26,2,ST067,Standard,300000,Check-in,Direct Booking
B0906,2025-04-02,2025-06-14,2025-06-15,1,ST050,Standard,300000,Check-in,Corporate
B0907,2025-07-16,2025-07-22,2025-07-25,3,DE120,Deluxe,500000,Check-in,Direct Booking
B0908,2025-03-23,2025-04-22,2025-04-26,4,ST040,Standard,300000,Check-in,Corporate
B0909,2025-08-30,2025-10-16,2025-10-20,4,DE086,Deluxe,500000,Cancel,OTA (Agoda)
B0910,2025-09-07,2025-09-13,2025-09-15,2,SU030,Suite,1000000,Check-in,OTA (Booking.com)
B0911,2025-07-08,2025-08-13,2025-08-16,3,ST044,Standard,300000,Check-in,Direct Booking
B0912,2025-07-19,2025-10-11,2025-10-14,3,DE060,Deluxe,500000,Check-in,OTA (Agoda)
B0913,2025-12-11,2025-12-21,2025-12-24,3,DE021,Deluxe,500000,Check-in,Corporate
B0914,2025-08-19,2025-10-25,2025-10-28,3,DE005,Deluxe,500000,Check-in,OTA (Booking.com)
B0915,2025-02-01,2025-04-04,2025-04-08,4,ST045,Standard,300000,Check-in,OTA (Booking.com)
B0916,2025-04-10,2025-05-10,2025-05-11,1,ST070,Standard,300000,Check-in,Direct Booking
B0917,2025-05-27,2025-06-20,2025-06-22,2,DE026,Deluxe,500000,Check-in,OTA (Agoda)
B0918,2025-05-03,2025-07-27,2025-07-29,2,DE040,Deluxe,500000,Check-in,OTA (Agoda)
B0919,2025-10-01,2025-12-02,2025-12-04,2,DE041,Deluxe,500000,Check-in,Direct Booking
B0920,2025-02-18,2025-04-12,2025-04-16,4,SU015,Suite,1000000,Check-in,OTA (Booking.com)
B0921,2025-05-18,2025-06-08,2025-06-10,2,ST050,Standard,300000,Check-in,OTA (Agoda)
B0922,2025-04-10,2025-04-29,2025-05-01,2,SU024,Suite,1000000,Check-in,Direct Booking
B0923,2025-02-17,2025-04-10,2025-04-13,3,ST056,Standard,300000,Check-in,OTA (Agoda)
B0924,2025-07-09,2025-07-20,2025-07-21,1,DE008,Deluxe,500000,Check-in,OTA (Booking.com)
B0925,2025-04-26,2025-06-27,2025-07-01,4,SU024,Suite,1000000,Check-in,OTA (Booking.com)
B0926,2025-04-19,2025-07-03,2025-07-08,5,ST028,Standard,300000,Check-in,Direct Booking
B0927,2025-06-27,2025-09-23,2025-09-25,2,DE109,Deluxe,500000,Check-in,Direct Booking
B0928,2025-08-27,2025-10-15,2025-10-17,2,SU013,Suite,1000000,Check-in,Direct Booking
B0929,2025-08-28,2025-11-01,2025-11-06,5,SU011,Suite,1000000,Check-in,Direct Booking
B0930,2025-01-31,2025-04-20,2025-04-21,1,ST084,Standard,300000,Check-in,Direct Booking
B0931,2025-04-05,2025-06-06,2025-06-11,5,ST046,Standard,300000,Check-in,Direct Booking
B0932,2025-08-12,2025-11-07,2025-11-10,3,ST015,Standard,300000,Check-in,OTA (Agoda)
B0933,2025-09-29,2025-12-28,2025-12-31,3,DE018,Deluxe,500000,Check-in,OTA (Agoda)
B0934,2025-08-09,2025-09-27,2025-10-02,5,ST023,Standard,300000,Check-in,Corporate
B0935,2025-02-20,2025-05-21,2025-05-22,1,DE070,Deluxe,500000,Check-in,OTA (Booking.com)
B0936,2025-04-13,2025-05-13,2025-05-16,3,DE001,Deluxe,500000,Check-in,OTA (Booking.com)
B0937,2025-06-03,2025-07-06,2025-07-08,2,SU028,Suite,1000000,Check-in,OTA (Agoda)
B0938,2025-10-11,2025-12-24,2025-12-27,3,SU023,Suite,1000000,Check-in,OTA (Booking.com)
B0939,2025-08-13,2025-09-09,2025-09-11,2,DE043,Deluxe,500000,Check-in,Direct Booking
B0940,2025-05-16,2025-08-08,2025-08-11,3,DE019,Deluxe,500000,Check-in,OTA (Booking.com)
B0941,2025-07-04,2025-08-20,2025-08-25,5,ST089,Standard,300000,Check-in,Direct Booking
B0942,2025-09-24,2025-12-04,2025-12-09,5,SU013,Suite,1000000,Check-in,OTA (Booking.com)
B0943,2025-08-03,2025-09-05,2025-09-08,3,ST003,Standard,300000,Check-in,OTA (Agoda)
B0944,2025-05-13,2025-05-31,2025-06-01,1,ST029,Standard,300000,Check-in,OTA (Agoda)
B0945,2025-05-01,2025-05-22,2025-05-27,5,SU025,Suite,1000000,Check-in,OTA (Agoda)
B0946,2025-02-15,2025-04-27,2025-05-01,4,SU029,Suite,1000000,Check-in,OTA (Booking.com)
B0947,2025-06-02,2025-06-14,2025-06-19,5,DE094,Deluxe,500000,Cancel,OTA (Booking.com)
B0948,2025-08-04,2025-08-13,2025-08-17,4,SU007,Suite,1000000,Check-in,OTA (Booking.com)
B0949,2025-09-03,2025-10-23,2025-10-28,5,ST032,Standard,300000,Check-in,Direct Booking
B0950,2025-02-12,2025-04-30,2025-05-01,1,SU020,Suite,1000000,Check-in,OTA (Booking.com)
B0951,2025-11-26,2025-12-22,2025-12-25,3,DE119,Deluxe,500000,Check-in,OTA (Agoda)
B0952,2025-10-16,2025-12-21,2025-12-22,1,ST081,Standard,300000,Check-in,Direct Booking
B0953,2025-09-27,2025-10-02,2025-10-06,4,SU018,Suite,1000000,Check-in,Corporate
B0954,2025-08-08,2025-08-20,2025-08-25,5,DE038,Deluxe,500000,Check-in,OTA (Booking.com)
B0955,2025-04-27,2025-07-12,2025-07-17,5,ST037,Standard,300000,Check-in,OTA (Agoda)
B0956,2025-08-12,2025-08-24,2025-08-29,5,ST074,Standard,300000,Check-in,Corporate
B0957,2025-08-11,2025-09-25,2025-09-27,2,DE029,Deluxe,500000,Check-in,Corporate
B0958,2025-08-26,2025-10-24,2025-10-28,4,ST042,Standard,300000,Check-in,Direct Booking
B0959,2025-03-21,2025-05-25,2025-05-30,5,ST074,Standard,300000,Check-in,Direct Booking
B0960,2025-12-04,2025-12-19,2025-12-23,4,DE019,Deluxe,500000,Check-in,OTA (Agoda)
B0961,2025-05-25,2025-08-07,2025-08-09,2,ST043,Standard,300000,Check-in,OTA (Booking.com)
B0962,2025-06-02,2025-08-03,2025-08-04,1,DE021,Deluxe,500000,Cancel,OTA (Booking.com)
B0963,2025-02-15,2025-04-15,2025-04-20,5,DE021,Deluxe,500000,Check-in,Direct Booking
B0964,2025-05-01,2025-07-22,2025-07-26,4,ST057,Standard,300000,Check-in,OTA (Agoda)
B0965,2025-08-06,2025-09-28,2025-09-29,1,ST043,Standard,300000,Check-in,OTA (Agoda)
B0966,2025-07-03,2025-08-06,2025-08-09,3,DE039,Deluxe,500000,Check-in,OTA (Booking.com)
B0967,2025-03-26,2025-05-09,2025-05-12,3,ST075,Standard,300000,Cancel,OTA (Booking.com)
B0968,2025-06-05,2025-07-21,2025-07-24,3,ST035,Standard,300000,Check-in,Corporate
B0969,2025-04-10,2025-07-07,2025-07-12,5,DE099,Deluxe,500000,Check-in,Direct Booking
B0970,2025-07-14,2025-08-14,2025-08-15,1,SU007,Suite,1000000,Check-in,OTA (Agoda)
B0971,2025-07-12,2025-09-30,2025-10-05,5,SU018,Suite,1000000,Check-in,Direct Booking
B0972,2025-11-28,2025-12-09,2025-12-13,4,ST018,Standard,300000,Check-in,OTA (Agoda)
B0973,2025-11-27,2025-12-03,2025-12-04,1,DE008,Deluxe,500000,Check-in,OTA (Booking.com)
B0974,2025-06-06,2025-08-19,2025-08-22,3,DE017,Deluxe,500000,Check-in,OTA (Agoda)
B0975,2025-06-17,2025-08-22,2025-08-25,3,DE116,Deluxe,500000,Check-in,OTA (Booking.com)
B0976,2025-12-19,2025-12-26,2025-12-30,4,DE045,Deluxe,500000,Check-in,OTA (Booking.com)
B0977,2025-07-22,2025-09-25,2025-09-26,1,DE113,Deluxe,500000,Check-in,OTA (Agoda)
B0978,2025-04-03,2025-06-01,2025-06-04,3,ST074,Standard,300000,Check-in,OTA (Booking.com)
B0979,2025-04-05,2025-04-07,2025-04-09,2,ST066,Standard,300000,Check-in,OTA (Booking.com)
B0980,2025-08-22,2025-10-03,2025-10-04,1,ST040,Standard,300000,Check-in,Direct Booking
B0981,2025-06-27,2025-07-31,2025-08-02,2,DE037,Deluxe,500000,Check-in,OTA (Booking.com)
B0982,2025-05-18,2025-07-04,2025-07-08,4,DE116,Deluxe,500000,Check-in,OTA (Booking.com)
B0983,2025-08-17,2025-10-04,2025-10-06,2,DE087,Deluxe,500000,Check-in,Direct Booking
B0984,2025-07-10,2025-07-27,2025-07-29,2,SU009,Suite,1000000,Check-in,OTA (Agoda)
B0985,2025-08-28,2025-11-08,2025-11-09,1,DE001,Deluxe,500000,Check-in,OTA (Agoda)
B0986,2025-11-09,2025-11-29,2025-12-04,5,SU013,Suite,1000000,Check-in,OTA (Booking.com)
B0987,2025-10-01,2025-12-21,2025-12-22,1,ST085,Standard,300000,Check-in,OTA (Agoda)
B0988,2025-06-29,2025-08-07,2025-08-11,4,ST044,Standard,300000,Check-in,Direct Booking
B0989,2025-06-10,2025-06-23,2025-06-28,5,SU009,Suite,1000000,Check-in,Direct Booking
B0990,2025-02-28,2025-05-20,2025-05-25,5,DE074,Deluxe,500000,Check-in,Direct Booking
B0991,2025-06-24,2025-08-10,2025-08-15,5,DE076,Deluxe,500000,Check-in,Direct Booking
B0992,2025-04-15,2025-07-11,2025-07-14,3,ST059,Standard,300000,Check-in,OTA (Booking.com)
B0993,2025-08-01,2025-08-24,2025-08-27,3,DE075,Deluxe,500000,Check-in,OTA (Booking.com)
B0994,2025-03-14,2025-05-11,2025-05-12,1,DE036,Deluxe,500000,Check-in,OTA (Booking.com)
B0995,2025-06-06,2025-06-25,2025-06-27,2,ST075,Standard,300000,Check-in,OTA (Booking.com)
B0996,2025-08-05,2025-10-25,2025-10-27,2,SU002,Suite,1000000,Check-in,OTA (Booking.com)
B0997,2025-07-31,2025-09-10,2025-09-12,2,ST068,Standard,300000,Check-in,Direct Booking
B0998,2025-07-29,2025-10-20,2025-10-22,2,DE018,Deluxe,500000,Check-in,OTA (Agoda)
B0999,2025-11-06,2025-12-23,2025-12-27,4,DE067,Deluxe,500000,Check-in,Direct Booking
B1000,2025-06-01,2025-06-04,2025-06-07,3,ST033,Standard,300000,Check-in,Direct Booking
